group,group_active,proj,proj_active,proj_topics,group_topics
playful-systems,False,MicroPsi: An Architecture for Motivated Cognition,True,,"#art,#consumer electronics,#crowdsourcing,#entertainment,#environment,#gaming,#health,#kids,#learning,#networks,#social media,#storytelling,#social science,#gaming"
playful-systems,False,Cognitive Integration: The Nature of the Mind,True,,"#art,#consumer electronics,#crowdsourcing,#entertainment,#environment,#gaming,#health,#kids,#learning,#networks,#social media,#storytelling,#social science,#gaming"
playful-systems,False,GAMR,True,,"#art,#consumer electronics,#crowdsourcing,#entertainment,#environment,#gaming,#health,#kids,#learning,#networks,#social media,#storytelling,#social science,#gaming"
playful-systems,False,Dice++,True,,"#art,#consumer electronics,#crowdsourcing,#entertainment,#environment,#gaming,#health,#kids,#learning,#networks,#social media,#storytelling,#social science,#gaming"
playful-systems,False,Sneak: A Hybrid Digital-Physical Tabletop Game,True,,"#art,#consumer electronics,#crowdsourcing,#entertainment,#environment,#gaming,#health,#kids,#learning,#networks,#social media,#storytelling,#social science,#gaming"
playful-systems,False,"Hello, Operator!",True,,"#art,#consumer electronics,#crowdsourcing,#entertainment,#environment,#gaming,#health,#kids,#learning,#networks,#social media,#storytelling,#social science,#gaming"
playful-systems,False,20 Day Stranger,True,,"#art,#consumer electronics,#crowdsourcing,#entertainment,#environment,#gaming,#health,#kids,#learning,#networks,#social media,#storytelling,#social science,#gaming"
connection-science,True,Incentivizing Cooperation Using Social Pressure ,True,,"#artificial intelligence,#data"
connection-science,True,Mobile Territorial Lab,True,,"#artificial intelligence,#data"
connection-science,True,Open Badges,True,,"#artificial intelligence,#data"
computing-culture,False,Selectricity,True,,"#robotics,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#cognition,#consumer electronics,#developing countries,#economy,#energy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#storytelling,#wearable computing"
computing-culture,False,Exertion Music,True,,"#robotics,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#cognition,#consumer electronics,#developing countries,#economy,#energy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#storytelling,#wearable computing"
computing-culture,False,Cach�,True,,"#robotics,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#cognition,#consumer electronics,#developing countries,#economy,#energy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#storytelling,#wearable computing"
computing-culture,False,Boycott Toolkit,True,,"#robotics,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#cognition,#consumer electronics,#developing countries,#economy,#energy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#storytelling,#wearable computing"
sculpting-evolution,True,Brainstorm: Anima Mundi,True,"#art,#genetics,#synthetic biology","#bioengineering,#civic technology,#crowdsourcing,#ecology,#environment,#genetics,#health,#kids,#learning,#synthetic biology,#ethics,#trust,#engineering,#genetics,#bioengineering,#genetics,#bioengineering,#crowdsourcing,#environment"
sculpting-evolution,True,"City as Classroom, City as Laboratory",True,,"#bioengineering,#civic technology,#crowdsourcing,#ecology,#environment,#genetics,#health,#kids,#learning,#synthetic biology,#ethics,#trust,#engineering,#genetics,#bioengineering,#genetics,#bioengineering,#crowdsourcing,#environment"
sculpting-evolution,True,Preventing Tick-Borne Disease by Permanently Immunizing Mice,True,"#bioengineering,#crowdsourcing,#environment,#genetics,#health,#synthetic biology","#bioengineering,#civic technology,#crowdsourcing,#ecology,#environment,#genetics,#health,#kids,#learning,#synthetic biology,#ethics,#trust,#engineering,#genetics,#bioengineering,#genetics,#bioengineering,#crowdsourcing,#environment"
sculpting-evolution,True,Reducing Suffering in Laboratory Animals,True,,"#bioengineering,#civic technology,#crowdsourcing,#ecology,#environment,#genetics,#health,#kids,#learning,#synthetic biology,#ethics,#trust,#engineering,#genetics,#bioengineering,#genetics,#bioengineering,#crowdsourcing,#environment"
sculpting-evolution,True,Engineering Microbial Ecosystems,True,,"#bioengineering,#civic technology,#crowdsourcing,#ecology,#environment,#genetics,#health,#kids,#learning,#synthetic biology,#ethics,#trust,#engineering,#genetics,#bioengineering,#genetics,#bioengineering,#crowdsourcing,#environment"
sculpting-evolution,True,Computer-Assisted Transgenesis,True,,"#bioengineering,#civic technology,#crowdsourcing,#ecology,#environment,#genetics,#health,#kids,#learning,#synthetic biology,#ethics,#trust,#engineering,#genetics,#bioengineering,#genetics,#bioengineering,#crowdsourcing,#environment"
sociable-media,False,Share: Socio-Technical Tools for Loosely Bound Cooperation,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
advancing-wellbeing,True,QuantifyMe,True,"#data,#wearable computing,#behavioral science,#affective computing,#wellbeing","#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
sociable-media,False,Pasts and Presents,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Sociomedia Garden,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,VisualCV,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Comment Flow,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,PokerSpaces: Hiding and Revealing Social Information Online,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Identity Signals,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Chat Circles,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,PostHistory,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
advancing-wellbeing,True,Move Your Glass,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,SmileCatcher,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Objective Asessment of Depression and its Improvement,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Lensing: Cardiolinguistics for Atypical Angina,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Onsite Stress Measurement,True,"#wearable computing,#affective computing","#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,MirrorFugue,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,SNAPSHOT Study,True,"#health,#wearable computing,#machine learning,#affective computing,#wellbeing","#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Fathom: Probabilistic Graphical Models to Help Mental Health Counselors,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Improving Sleep-Wake Schedule Using Sleep Behavior Visualization and a Bedtime Alarm,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Panoply,True,#health,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
code-next,True,"Foundations : Design of Codified Curricula in Coding, Design, Fabrication, Games, Music, Media, etc.",True,"#kids,#learning,#computer science,#kids,#learning,#computer science,#kids,#learning,#computer science,#kids,#learning,#computer science","#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
terrestrial-sensing,True,inFORM,True,,
code-next,True,Spelman: The Design of a two-way ‘Television Studio in a Suitcase’ Broadcast System to Teach Fabrication and Prototyping Remotely,True,,"#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
code-next,True,Creating New Jazz Musical Instruments and New Jazz Idioms,True,,"#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
code-next,True,"iCenters : The Design of a Methodology to Encourage  a New Generation of Computer Scientists, Inventors, and Innovators",True,,"#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
code-next,True,New Thing Art and Architecture Center at the Smithsonian,True,,"#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
code-next,True,L2D:D2L : High School Students Develop Coding and Fabrication Learning Activities For Their Peers,True,,"#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
code-next,True,NCCU: The Design and Fabrication of New Black Musical Instruments,True,,"#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
code-next,True,"Team Edge: Design of Codified Curricula in Coding, Design, Fabrication, Games, Engineering, etc.",True,"#kids,#learning,#computer science","#design,#kids,#learning,#computer science,#makers,#kids,#learning,#computer science,#kids,#learning,#computer science"
terrestrial-sensing,True,TRANSFORM,True,"#design,#sensors",
terrestrial-sensing,True,HandsOn: A Gestural System for Remote Collaboration Using Augmented Reality,True,,
terrestrial-sensing,True,ShowMe: Immersive Remote Collaboration System with 3D Hand Gestures,True,,
advancing-wellbeing,True,Using the Voice As a Tool for Self-Reflection,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
ethics,True,Ethics of Autonomous Vehicles,True,"#artificial intelligence,#cryptocurrency,#social science,#blockchain,#ethics,#autonomous vehicles","#human-computer interaction,#art,#artificial intelligence,#consumer electronics,#developing countries,#entertainment,#health,#kids,#learning,#ethics,#ethics,#learning,#ethics,#artificial intelligence,#cryptocurrency,#social science"
ethics,True,"Strangers, Voices & Society",True,,"#human-computer interaction,#art,#artificial intelligence,#consumer electronics,#developing countries,#entertainment,#health,#kids,#learning,#ethics,#ethics,#learning,#ethics,#artificial intelligence,#cryptocurrency,#social science"
ethics,True,Ethics and Empathy Learning,True,,"#human-computer interaction,#art,#artificial intelligence,#consumer electronics,#developing countries,#entertainment,#health,#kids,#learning,#ethics,#ethics,#learning,#ethics,#artificial intelligence,#cryptocurrency,#social science"
ethics,True,Gene Editing and Biomedical Ethics,True,"#genetics,#ethics","#human-computer interaction,#art,#artificial intelligence,#consumer electronics,#developing countries,#entertainment,#health,#kids,#learning,#ethics,#ethics,#learning,#ethics,#artificial intelligence,#cryptocurrency,#social science"
ethics,True,Transformative Leadership,True,"#learning,#ethics","#human-computer interaction,#art,#artificial intelligence,#consumer electronics,#developing countries,#entertainment,#health,#kids,#learning,#ethics,#ethics,#learning,#ethics,#artificial intelligence,#cryptocurrency,#social science"
ethics,True,AI Ethics and Governance,True,"#artificial intelligence,#extended intelligence,#social science","#human-computer interaction,#art,#artificial intelligence,#consumer electronics,#developing countries,#entertainment,#health,#kids,#learning,#ethics,#ethics,#learning,#ethics,#artificial intelligence,#cryptocurrency,#social science"
terrestrial-sensing,True,Invisibilia: Revealing Invisible Data as a Tool for Experiential Learning  ,True,,
terrestrial-sensing,True,Remot-IO: A System for Reaching into the Environment of a Remote Collaborator,True,,
advancing-wellbeing,True,Valinor: Mathematical Models to Understand and Predict Self-Harm,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Skin Perfusion Photography,True,#health,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Food Attack,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,EDA Explorer,True,#wearable computing,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Express,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,"""Kind and Grateful"": Promoting Kindness and Gratitude with Pervasive Technology",True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Imaging Behind Diffusive Layers,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,"Predicting Students' Wellbeing from Physiology, Phone, Mobility, and Behavioral Data",True,"#data,#health,#machine learning,#affective computing,#wellbeing,#health,#machine learning","#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Real-Time Assessment of Suicidal Thoughts and Behaviors,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
ethics,True,TuringBox: Democratizing the study of AI,True,"#artificial intelligence,#human-machine interaction,#social science,#machine learning,#artificial intelligence,#human-machine interaction,#machine learning,#artificial intelligence,#extended intelligence,#social science,#computer vision,#artificial intelligence,#civic media,#artificial intelligence,#crowdsourcing,#data","#human-computer interaction,#art,#artificial intelligence,#consumer electronics,#developing countries,#entertainment,#health,#kids,#learning,#ethics,#ethics,#learning,#ethics,#artificial intelligence,#cryptocurrency,#social science"
terrestrial-sensing,True,Single-Photon Sensitive Ultrafast Imaging,True,,
advancing-wellbeing,True,The Challenge,True,"#data,#health","#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
physics-and-media,False,Internet 0,True,,"#robotics,#architecture,#art,#artificial intelligence,#bioengineering,#civic technology,#cognition,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#wearable computing"
physics-and-media,False,Digital Fabrication,True,,"#robotics,#architecture,#art,#artificial intelligence,#bioengineering,#civic technology,#cognition,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#wearable computing"
physics-and-media,False,Bubble Logic,True,,"#robotics,#architecture,#art,#artificial intelligence,#bioengineering,#civic technology,#cognition,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#wearable computing"
physics-and-media,False,Fab Labs,True,,"#robotics,#architecture,#art,#artificial intelligence,#bioengineering,#civic technology,#cognition,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#wearable computing"
physics-and-media,False,Statistical-Mechanical Engineering,True,,"#robotics,#architecture,#art,#artificial intelligence,#bioengineering,#civic technology,#cognition,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#wearable computing"
physics-and-media,False,Resistive Sheets,True,,"#robotics,#architecture,#art,#artificial intelligence,#bioengineering,#civic technology,#cognition,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#wearable computing"
sociable-media,False,Webbed Footnotes,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
